id,title,description,date,url,source,country,category
110,Isaiah Hartenstein becomes second German to win NBA title,It's been 14 years since the Dallas Mavericks' Dirk Nowitzki became the first German to win an NBA championship. Now Isaiah Hartenstein of the Oklahoma City Thunder has become the second.,2025-06-23,https://www.dw.com/en/isaiah-hartenstein-becomes-second-german-to-win-nba-title/a-72621014?maca=en-rss-en-all-1573-rdf,Deutsche Welle,Germany,Technology
111,Indian-German design duo make upcycled art to highlight fashion waste,"An Indian architect and German fashion designer work as Bouley Gandhi, making recycled artworks that shine a light on throwaway fast fashion.",2025-06-23,https://www.dw.com/en/indian-german-design-duo-make-upcycled-art-to-highlight-fashion-waste/a-72965250?maca=en-rss-en-all-1573-rdf,Deutsche Welle,India,Culture
112,Florian Wirtz joins Liverpool to become Germany's most expensive footballer,"The most expensive transfer in Bundesliga history is complete. Florian Wirtz is leaving Bayer Leverkusen for English champions Liverpool, the next step in an already remarkable career.",2025-06-23,https://www.dw.com/en/florian-wirtz-joins-liverpool-to-become-germany-s-most-expensive-footballer/a-72883408?maca=en-rss-en-all-1573-rdf,Deutsche Welle,United Kingdom,Sports
113,"Americans more vulgar online than Brits, Aussies — study",Linguists analyzed websites and blogs to determine where vulgarity was most common. They found Americans swear more on the internet than other English-speaking groups.,2025-06-20,https://www.dw.com/en/americans-more-vulgar-online-than-brits-aussies-study/a-72986152?maca=en-rss-en-all-1573-rdf,Deutsche Welle,United States,Culture
114,How dangerous are invasive insects in Europe?,"Invasive insects like the tiger mosquito and the Asian hornet are becoming increasingly common across Europe, with devastating consequences for human health, agriculture and the environment.",2025-06-20,https://www.dw.com/en/how-dangerous-are-invasive-insects-in-europe/a-72985905?maca=en-rss-en-all-1573-rdf,Deutsche Welle,United States,Health
115,"'Crunch time' for climate action, scientists warn","The world is running out of time to rein in human-driven climate change, with top UN scientists warning that key indicators are now in uncharted territory.",2025-06-19,https://www.dw.com/en/crunch-time-for-climate-action-scientists-warn/a-72974250?maca=en-rss-en-all-1573-rdf,Deutsche Welle,Unknown,Environment
116,Coco Gauff calls on social media platforms to tackle abuse,"After the Women's Tennis Association detailed abuse against nearly 500 female players, French Open champion Coco Gauff says more action needs to be taken against online abusers.",2025-06-18,https://www.dw.com/en/coco-gauff-calls-on-social-media-platforms-to-tackle-abuse/a-72964974?maca=en-rss-en-all-1573-rdf,Deutsche Welle,United States,Technology
117,"Who killed Patrice Lumumba, DR Congo's first prime minister?","For Juliana Lumumba, Patrice Lumumba wasn't just an independence leader and politician. He has her father. That's why she continues to call for the truth about Lumumba's assassination 64 years ago.",2025-06-18,https://www.dw.com/en/who-killed-patrice-lumumba-dr-congo-s-first-prime-minister/a-72949990?maca=en-rss-en-all-1573-rdf,Deutsche Welle,United States,Conflict
118,Can Israel's economy withstand multiple conflicts?,"With Israel fighting on at least two fronts, the country's finances and economy are strained. The government hopes higher taxes can cover some of the bills while its high-tech industry remains a safe investment.",2025-06-18,https://www.dw.com/en/can-israel-s-economy-withstand-multiple-conflicts/a-72960150?maca=en-rss-en-all-1573-rdf,Deutsche Welle,Israel,Politics
119,Star pianist Alfred Brendel dies at 94,"Hailed as one of the greatest musicians of the last century, the pianist Alfred Brendel passed away at his home in London at age 94.",2025-06-18,https://www.dw.com/en/star-pianist-alfred-brendel-dies-at-94/a-56136983?maca=en-rss-en-all-1573-rdf,Deutsche Welle,United Kingdom,Culture
120,The 50+1 rule in German football: What you need to know,"In Germany, the 50+1 rule protects professional football clubs from complete control by investors. This feature has many supporters internationally but also attracts criticism.",2025-06-18,https://www.dw.com/en/the-50-1-rule-in-german-football-what-you-need-to-know/a-72952820?maca=en-rss-en-all-1573-rdf,Deutsche Welle,Germany,Conflict
121,Major oil companies face first 'climate death' lawsuit,"Climate-change induced extreme heat killed a woman in Seattle, now her daughter is sueing oil and gas giants including BP and Shell for wrongful death. Can the first ""death by climate disaster"" claim in the USA succeed?",2025-06-18,https://www.dw.com/en/major-oil-companies-face-first-climate-death-lawsuit/a-72899631?maca=en-rss-en-all-1573-rdf,Deutsche Welle,United States,Culture
122,Leo Baeck Institute: 70 years marking German-Jewish heritage,"Founded after the Holocaust, the Leo Baeck Institute marks 70 years of preserving the heritage of German-speaking Jews.",2025-06-18,https://www.dw.com/en/leo-baeck-institute-70-years-marking-german-jewish-heritage/a-72949728?maca=en-rss-en-all-1573-rdf,Deutsche Welle,United States,Culture
123,Hohenzollern: Germany's ex-royals strike deal over family riches after almost 100 years,"After years of legal wrangling, the German state and Hohenzollern family — heirs to the former German imperial dynasty — have reached a settlement over thousands of precious items, including paintings and furniture.",2025-06-17,https://www.dw.com/en/hohenzollern-germany-s-ex-royals-strike-deal-over-family-riches-after-almost-100-years/a-64969994?maca=en-rss-en-all-1573-rdf,Deutsche Welle,Germany,Legal
124,Betting ads swamp Brazilian football as addiction spikes,Exclusive DW data shows how gambling ads at Brazilian football matches are more prevalent than in any other major league. This has huge financial and mental health implications that lawmakers have been slow to deal with.,2025-06-17,https://www.dw.com/en/betting-ads-swamp-brazilian-football-as-addiction-spikes/a-72941493?maca=en-rss-en-all-1573-rdf,Deutsche Welle,United States,Politics
125,Appendix cancer rates rise in young people — but why?,It is the latest cancer to affect young people more now than in decades. Researchers trying to explain the rise in cases are zoning in on environmental factors.,2025-06-17,https://www.dw.com/en/appendix-cancer-rates-rise-in-young-people-but-why/a-72943469?maca=en-rss-en-all-1573-rdf,Deutsche Welle,South Africa,Technology
126,Drought has many faces and many impacts,"Extreme drought and water shortages are increasingly harming crops, the economy and the lives of people around the world. But drought doesn't have the same impact everywhere. What can we do to alleviate water crises?",2025-06-17,https://www.dw.com/en/drought-has-many-faces-and-many-impacts/a-72935093?maca=en-rss-en-all-1573-rdf,Deutsche Welle,Unknown,Social Issues
127,Bach's music sounds out against war and discrimination,"From the St. John to St. Matthew Passion, contemporary arrangements of Bach masterpieces at the Leipzig Bach Festival highlight oppression and conflict.",2025-06-17,https://www.dw.com/en/bach-s-music-sounds-out-against-war-and-discrimination/a-72939455?maca=en-rss-en-all-1573-rdf,Deutsche Welle,United States,Technology
128,Why Israel is hitting Iran's vital energy infrastructure,"As Israel and Iran attack each other with missiles, Israel is especially targeting key oil and gas facilities. That could have a major impact on Iran's economy.",2025-06-16,https://www.dw.com/en/why-israel-is-hitting-iran-s-vital-energy-infrastructure/a-72936222?maca=en-rss-en-all-1573-rdf,Deutsche Welle,Israel,Business
129,Twin Proba-3 spacecraft create artificial solar eclipse,"In a precision flying formation, the European Space Agency mission revealed new insights into the sun's mysterious outer atmosphere, or solar corona.",2025-06-16,https://www.dw.com/en/twin-proba-3-spacecraft-create-artificial-solar-eclipse/a-72935564?maca=en-rss-en-all-1573-rdf,Deutsche Welle,United States,Science
130,Pushy sporting parents: How far is too far?,The trial of Norwegian double Olympic champion Jakob Ingebrigtsen's father has ended. Gjert Ingebrigtsen was found innocent of abusing his son but guilty of violence against his daughter. It's not an isolated case.,2025-06-16,https://www.dw.com/en/pushy-sporting-parents-how-far-is-too-far/a-72123964?maca=en-rss-en-all-1573-rdf,Deutsche Welle,United States,Technology
131,What can governments do to stop extreme heating?,Most countries globally have agreed to set their own goals to keep the planet from overheating. The pressure is now on for them to do so.,2025-06-16,https://www.dw.com/en/what-can-governments-do-to-stop-extreme-heating/a-72926148?maca=en-rss-en-all-1573-rdf,Deutsche Welle,Unknown,Politics
132,Aviation shake-up: Airbus surges ahead of Boeing,"Boeing dominated the commercial passenger aircraft market for a long time, but it has lost its title as the world's biggest planemaker to Airbus because it's been making headlines for all the wrong reasons.",2025-06-16,https://www.dw.com/en/aviation-shake-up-airbus-surges-ahead-of-boeing/a-72919095?maca=en-rss-en-all-1573-rdf,Deutsche Welle,United States,Business
133,Spain housing crisis: Locals blame tourists and speculators,"Short-term rentals are worsening Spain's housing crisis, while investor demand continues to drive up prices. For many locals, the situation is devastating.",2025-06-15,https://www.dw.com/en/spain-housing-crisis-locals-blame-tourists-and-speculators/a-72816676?maca=en-rss-en-all-1573-rdf,Deutsche Welle,Spain,Conflict
134,Milei urges Argentines to bank 'mattress dollars' as proof of trust in recovery,Argentina's libertarian President Javier Milei has his sights set on an estimated $271 billion in cash stashed away by his fellow citizens to survive economic hardships.,2025-06-15,https://www.dw.com/en/milei-urges-argentines-to-bank-mattress-dollars-as-proof-of-trust-in-recovery/a-72889262?maca=en-rss-en-all-1573-rdf,Deutsche Welle,Argentina,Politics
135,VW in Brazil: A dark history,Brazil is one of VW's most critical foreign bases. The company's past in the country is blighted by decades of human rights abuses and exploitation.,2025-06-15,https://www.dw.com/en/vw-in-brazil-a-dark-history/a-72863310?maca=en-rss-en-all-1573-rdf,Deutsche Welle,Brazil,Culture
136,How the LA protests may boost appetite for authoritarianism,"Psychological research suggests far-right narratives about social breakdown could lead to more support for US President Trump and authoritarianism, not less.",2025-06-14,https://www.dw.com/en/how-the-la-protests-may-boost-appetite-for-authoritarianism/a-72898958?maca=en-rss-en-all-1573-rdf,Deutsche Welle,Laos,Science
137,Can lab-made blood make up for global shortages?,"Many countries lack blood donors. The quest to create an artificial, lab-made blood type that could make up for supply shortages is extremely difficult. But there are some technologies that offer hope.",2025-06-13,https://www.dw.com/en/can-lab-made-blood-make-up-for-global-shortages/a-72874887?maca=en-rss-en-all-1573-rdf,Deutsche Welle,United States,Technology
138,Why do countries want rare earth elements?,"What do electric vehicles, fighter jets and digital cameras have in common? Rare earth elements. They're wanted everywhere but can only be sourced from a few places.",2025-06-13,https://www.dw.com/en/why-do-countries-want-rare-earth-elements/a-72734530?maca=en-rss-en-all-1573-rdf,Deutsche Welle,Unknown,Culture
139,Oil prices soar as Iran-Israel tensions shake global economy,"Israel's attack on Iran has jolted financial markets, as fears grow of a regional conflict that could disrupt oil supplies. The tensions come at a time of heightened uncertainty, driven by Trump's tariff policies.",2025-06-13,https://www.dw.com/en/oil-prices-soar-as-iran-israel-tensions-shake-global-economy/a-72892747?maca=en-rss-en-all-1573-rdf,Deutsche Welle,Iran,Business
140,Germany names squad for Women's Euros,There were no major surprises as Germany women's coach Christian Wück nominated his final squad for this summer's Euro 2025 in Switzerland. Germany are looking to go one better than the last tournament.,2025-06-12,https://www.dw.com/en/germany-names-squad-for-women-s-euros/a-72886463?maca=en-rss-en-all-1573-rdf,Deutsche Welle,Germany,Sports
141,FIFA Club World Cup: What you need to know,The Club World Cup is set to kick off in the United States to crown the world's best – with more teams than ever before. But it is far from universally loved.,2025-06-12,https://www.dw.com/en/fifa-club-world-cup-what-you-need-to-know/a-72857296?maca=en-rss-en-all-1573-rdf,Deutsche Welle,"Virgin Islands, U.S.",Sports
142,"Europe's EV sales rebound, but consumer doubts remain","After a slowdown last year, electric vehicle sales in Europe are powering ahead. But adoption is uneven, and lingering consumer doubts over batteries and costs threaten to slow the charge.",2025-06-11,https://www.dw.com/en/europe-s-ev-sales-rebound-but-consumer-doubts-remain/a-72820823?maca=en-rss-en-all-1573-rdf,Deutsche Welle,Unknown,Business
143,EU and US continue to grapple with child labor,"June 12 is World Day Against Child Labor as promoted by the International Labour Organization and UNICEF. Despite some progress, around one in 10 children globally work in ways that are deemed harmful or illegal.",2025-06-11,https://www.dw.com/en/eu-and-us-continue-to-grapple-with-child-labor/a-72874571?maca=en-rss-en-all-1573-rdf,Deutsche Welle,United States,Culture
144,Former Germany star Lina Magull opens up about mental health struggles,Former Germany player Lina Magull says she has recovered her passion both for football and life — and credits a psychiatric clinic stay with helping her to recover.,2025-06-11,https://www.dw.com/en/former-germany-star-lina-magull-opens-up-about-mental-health-struggles/a-72873698?maca=en-rss-en-all-1573-rdf,Deutsche Welle,Germany,Health
145,"AI art can't match human creativity, yet — researchers","Generative AI models are bad at representing things that require human senses, like smell and touch. Their creativity is 'hollow and shallow,' say experts.",2025-06-11,https://www.dw.com/en/ai-art-can-t-match-human-creativity-yet-researchers/a-72873303?maca=en-rss-en-all-1573-rdf,Deutsche Welle,Unknown,Technology
146,World Cup 2026: How much of an impact could host politics have?,"A year out from a football World Cup across three countries, tensions between the US, Canada and Mexico hang over preparations. From travel bans and trade wars to presidential grandstanding, politics could play a part.",2025-06-11,https://www.dw.com/en/world-cup-2026-how-much-of-an-impact-could-host-politics-have/a-72856488?maca=en-rss-en-all-1573-rdf,Deutsche Welle,United States,Politics
147,What's the state of our oceans?,"Climate change, plastic pollution and overfishing are taking their toll on oceans, biodiversity and livelihoods. Can the UN's ocean conference underway in France find solutions to help protect them?",2025-06-10,https://www.dw.com/en/what-s-the-state-of-our-oceans/a-72855805?maca=en-rss-en-all-1573-rdf,Deutsche Welle,France,Science
148,"Why NASA, ESA and others want to return to moon","Almost six decades since humans first walked on the moon, space agencies and commercial companies want to use it as a gateway to Mars. But that's not all.",2025-06-08,https://www.dw.com/en/why-nasa-esa-and-others-want-to-return-to-moon/a-72758731?maca=en-rss-en-all-1573-rdf,Deutsche Welle,United States,Science
149,Fecal transplants: Study is a 'wake-up call' for the field,"They are hailed as a promising method to restore gut microbiomes, but a study suggests fecal transplants may bring unintended health risks.",2025-06-06,https://www.dw.com/en/fecal-transplants-study-is-a-wake-up-call-for-the-field/a-72817699?maca=en-rss-en-all-1573-rdf,Deutsche Welle,Unknown,Health
150,What Trump-Musk feud means for tech billionaire's business empire,"Tesla CEO Elon Musk spent some $300 million on Donald Trump's campaign, gaining unprecedented access to the Republican president's administration. What does their public row mean for Musk's empire?",2025-06-06,https://www.dw.com/en/what-trump-musk-feud-means-for-tech-billionaire-s-business-empire/a-72811209?maca=en-rss-en-all-1573-rdf,Deutsche Welle,United States,Business
151,"Adapting roads, rails and bridges to extreme heat","The highways, railways and bridges that keep economies and communities thriving were not built to withstand rising temperatures. How can we stop them from melting down?",2025-06-06,https://www.dw.com/en/adapting-roads-rails-and-bridges-to-extreme-heat/a-72563060?maca=en-rss-en-all-1573-rdf,Deutsche Welle,Unknown,Conflict
152,Japan's ispace fails second lunar landing mission,Japanese startup failed to land its unmanned Resilience craft on the moon. The mission was aborted as it was likely the craft had crashed after losing contact.,2025-06-06,https://www.dw.com/en/japan-s-ispace-fails-second-lunar-landing-mission/a-72810183?maca=en-rss-en-all-1573-rdf,Deutsche Welle,Japan,Technology
153,How hard is fire fighting as temperatures rise?,Veteran 'hotshot' firefighter Kelly Ramsey has seen how the changing climate is taking its toll on crews working to keep land and lives safe.,2025-06-05,https://www.dw.com/en/how-hard-is-fire-fighting-as-temperatures-rise/a-72762835?maca=en-rss_en_environment-22607-xml-mrss,Deutsche Welle,Unknown,Environment
154,How Europe is planning to cope with drought,"As crucial waterways run low and Europe's farmers worry about their crops, the European Union is trying to come up with a strategy to keep the water flowing.",2025-06-04,https://www.dw.com/en/how-europe-is-planning-to-cope-with-drought/a-72651580?maca=en-rss_en_environment-22607-xml-mrss,Deutsche Welle,United States,Environment
155,What is the answer to overtourism?,Many popular holiday destinations are struggling from the environmental impact of huge visitor numbers. How can the issue be tackled?,2025-06-03,https://www.dw.com/en/what-is-the-answer-to-overtourism/a-72700713?maca=en-rss_en_environment-22607-xml-mrss,Deutsche Welle,Unknown,Environment
156,How does Switzerland predict landslides?,"Switzerland is a success story in predicting landslides — but more must be done to help the rest of the world prepare for these deadly, unpredictable disasters.",2025-05-30,https://www.dw.com/en/how-does-switzerland-predict-landslides/a-72739293?maca=en-rss_en_environment-22607-xml-mrss,Deutsche Welle,Switzerland,Environment
157,What are the real impacts of melting glaciers?,"Glaciers are the planet's frozen water banks. They sustain water supply, ecosystems and even cultural traditions. But many of these sprawling beds of ice are melting. Why does that matter?",2025-05-30,https://www.dw.com/en/what-are-the-real-impacts-of-melting-glaciers/a-72701132?maca=en-rss_en_environment-22607-xml-mrss,Deutsche Welle,United States,Environment
158,German court rejects climate case against energy giant RWE,Judges have dismissed a climate case brought by a Peruvian farmer against German energy company RWE seeking damages for endangering his home due to melting glaciers.,2025-05-28,https://www.dw.com/en/german-court-rejects-climate-case-against-energy-giant-rwe/a-72693362?maca=en-rss_en_environment-22607-xml-mrss,Deutsche Welle,Germany,Environment
159,Is Berlin in a 'club death' spiral?,"Two iconic Berlin techno clubs recently announced they will close. Rising rents and falling profits are partly to blame, but is the city also losing its nightlife luster?",2024-09-27,https://www.dw.com/en/is-berlin-in-a-club-death-spiral/a-70341859?maca=en-rss-en-cul-2090-rdf,Deutsche Welle,Germany,Culture
160,How techno shapes the future,"Techno is harder, faster and more diverse than ever. But what about the much-heralded unifying power of techno? Is this just a cliché?",2023-10-13,https://www.dw.com/en/how-techno-shapes-the-future/a-67089502?maca=en-rss-en-cul-2090-rdf,Deutsche Welle,United States,Culture
161,Drag queen rabbi provokes with human message,"The documentary ""Sabbath Queen"" follows Amichai Lau-Lavie, the first openly queer rabbi in a long Orthodox rabbinic lineage, in his identity quest and calls for peace.",2025-06-16,https://www.dw.com/en/drag-queen-rabbi-provokes-with-human-message/a-72917331?maca=en-rss-en-cul-2090-rdf,Deutsche Welle,Unknown,Culture
162,A voice for democracy: Thomas Mann's lasting literary legacy,"A Nobel prize laureate, literary exile and conscience of a nation in the wake of Nazi rule, Thomas Mann remains a cultural icon 150 years since his birth.",2025-06-06,https://www.dw.com/en/a-voice-for-democracy-thomas-mann-s-lasting-literary-legacy/a-72700303?maca=en-rss-en-cul-2090-rdf,Deutsche Welle,Unknown,Culture
163,Catherine Duleep Singh: The Nazi-defying Indian royal,"Openly living in a same-sex relationship in early 20th-century Germany, she later used her privilege, resources and courage to help Jewish families flee Nazism.",2025-06-02,https://www.dw.com/en/catherine-duleep-singh-the-nazi-defying-indian-royal/a-72684969?maca=en-rss-en-cul-2090-rdf,Deutsche Welle,Germany,Culture
164,UEFA European Women's Championships kick off in Switzerland,"The Women's Euro 2025 is underway, with hosts Switzerland losing 2-1 to Norway in Basel after Iceland and Finland opened the tournament. England, Spain and Germany are among the favorites for the title.",2025-07-02,https://www.dw.com/en/uefa-european-women-s-championships-kick-off-in-switzerland/a-73127104?maca=en-rss-en-sports-1027-rdf,Deutsche Welle,Switzerland,Sports
165,'Crying with the lights off:' The realities of life as a professional tennis player,"With the Wimbledon tennis championships underway, one ex-player has laid bare the struggles faced by many tennis pros.",2025-06-30,https://www.dw.com/en/crying-with-the-lights-off-the-realities-of-life-as-a-professional-tennis-player/a-73072182?maca=en-rss-en-sports-1027-rdf,Deutsche Welle,Unknown,Sports
